class_name,class_description,method,method_description,data_type
uz.zoom.sdk.IZoomSDKAudioRawDataHelper,N/A,unSubscribe(),unsubscribe audio raw data,MobileRTCRawDataError
uz.zoom.sdk.IZoomSDKRenderer,N/A,getRawDataType(),N/A,ZoomSDKRawDataType
uz.zoom.sdk.IZoomSDKRenderer,N/A,getResolution(),N/A,ZoomSDKVideoResolution
uz.zoom.sdk.IZoomSDKRenderer,N/A,getUserId(),N/A,long
uz.zoom.sdk.IZoomSDKRenderer,N/A,setRawDataResolution(ZoomSDKVideoResolution resolution),Set video resolution ZoomSDKVideoResolution,void
uz.zoom.sdk.IZoomSDKRenderer,N/A,"subscribe(long userId,
         ZoomSDKRawDataType type)","Subscribe user video by userId,rawDataType",MobileRTCRawDataError
uz.zoom.sdk.IZoomSDKRenderer,N/A,unSubscribe(),UnSubscribe video,MobileRTCRawDataError
uz.zoom.sdk.IZoomSDKVideoRawDataDelegate,N/A,onUserRawDataStatusChanged(IZoomSDKVideoRawDataDelegate.UserRawDataStatus status),Subscribe source video/share status changed.,void
uz.zoom.sdk.IZoomSDKVideoRawDataDelegate,N/A,onVideoRawDataFrame(ZoomSDKVideoRawData rawData),Video raw data callback,void
uz.zoom.sdk.IZoomSDKVideoRawDataDelegate.UserRawDataStatus,N/A,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static IZoomSDKVideoRawDataDelegate.UserRawDataStatus
uz.zoom.sdk.IZoomSDKVideoRawDataDelegate.UserRawDataStatus,N/A,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static IZoomSDKVideoRawDataDelegate.UserRawDataStatus[]
uz.zoom.sdk.IZoomVerifySMSVerificationCodeHandler,N/A,cancelAndLeaveMeeting(),N/A,boolean
uz.zoom.sdk.IZoomVerifySMSVerificationCodeHandler,N/A,"verify(java.lang.String country_code,
      java.lang.String phone_number,
      java.lang.String verification_code)",N/A,boolean
uz.zoom.sdk.JoinMeetingOptions,Meeting Options for Joining a Meeting.,N/A,N/A,N/A
uz.zoom.sdk.JoinMeetingParams,Joining meeting Parameters.,N/A,N/A,N/A
uz.zoom.sdk.MeetingActivity,N/A,canSwitchAudioSource(),Query if it is able to switch audio source.,boolean
uz.zoom.sdk.MeetingActivity,N/A,canSwitchCamera(),Query if it is able to switch camera in current meeting.,boolean
uz.zoom.sdk.MeetingActivity,N/A,connectVoIP(),Query whether to use VoIP to connect audio.,boolean
uz.zoom.sdk.MeetingActivity,N/A,disconnectAudio(),Disconnect audio.,void
uz.zoom.sdk.MeetingActivity,N/A,dismissAllTips(),"Clear all tips, including option menus.",void
uz.zoom.sdk.MeetingActivity,N/A,doAudioAction(),Operate audio like the standard behavior of ZOOM.,void
uz.zoom.sdk.MeetingActivity,N/A,"getConfChatAccessibilityDescription(android.content.Context context,
                                   com.zipow.videobox.view.ConfChatItem confChatItem)",N/A,static java.lang.String
uz.zoom.sdk.MeetingActivity,N/A,getCurrentAudioSourceType(),Get the audio source type of current meeting.,int
uz.zoom.sdk.MeetingActivity,N/A,getLayout(),Get the layout ID of meeting activities.,protected int
uz.zoom.sdk.MeetingActivity,N/A,getShareBitmap(),Get share view bitmap.onJoinMeetingConfirmed,protected android.graphics.Bitmap
uz.zoom.sdk.MeetingActivity,N/A,isAllowToChat(),Query if it is allowed to chat in current meeting.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isAlwaysFullScreen(),Query if meeting activity layout is always in full screen.,protected boolean
uz.zoom.sdk.MeetingActivity,N/A,isAudioConnected(),Query if the audio is connected.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isAudioMuted(),Query if the microphone is muted,boolean
uz.zoom.sdk.MeetingActivity,N/A,isCMREnabled(),Query if it is enabled to record on the cloud.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isCMRInProgress(),Query if it is in process to record on the cloud.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isImmersedModeEnabled(),Query if immersed mode is enabled for meeting activity layout.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isInSilentMode(),Query if user joins meeting in silent mode is enabled.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isMeetingConnected(),Query if the meeting is connected.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isRaisedHand(),Query if user raises the hand.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isSensorOrientationEnabled(),Query if the sensor orientation of the phone is enabled.,protected boolean
uz.zoom.sdk.MeetingActivity,N/A,isSharingOut(),Query if the current user is sharing.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isSharingScreen(),Query if the current user is sharing the screen.,boolean
uz.zoom.sdk.MeetingActivity,N/A,isVideoMuted(),Query if the video of current user is muted.,boolean
uz.zoom.sdk.MeetingActivity,N/A,lowerHand(),Put hand down.,void
uz.zoom.sdk.MeetingActivity,N/A,muteAudio(boolean mute),Mute audio.,void
uz.zoom.sdk.MeetingActivity,N/A,muteVideo(boolean mute),Mute the video of current user.,void
uz.zoom.sdk.MeetingActivity,N/A,onAudioStatusChanged(),The audio status changes.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onClickParticipants(),Override the method to customize participants' button action.,void
uz.zoom.sdk.MeetingActivity,N/A,onCreate(android.os.Bundle savedInstanceState),N/A,protected void
uz.zoom.sdk.MeetingActivity,N/A,onJoinMeetingConfirmed(),Joining meeting status is confirmed.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onMeetingConnected(),Meeting is connected.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onMyAudioSourceTypeChanged(),The audio source type of current user is changed.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onMyAudioTypeChanged(),The audio type of current user is changed.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onMyRaiseLowerHandStatusChanged(boolean isRaiseHand),The status of raising hand is changed.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onMyVideoStatusChanged(),The video status changes.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onSilentModeChanged(boolean inSilentMode),The meeting silent mode is changed.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onStartShare(),Get started the current sharing.,protected void
uz.zoom.sdk.MeetingActivity,N/A,onStopShare(),Stop the sharing.,protected void
uz.zoom.sdk.MeetingActivity,N/A,"processSpokenAccessibilityForConfCmd(android.view.View focusView,
                                    int cmd,
                                    long ret)",Process spoken accessibility for conf cmd.,protected void
uz.zoom.sdk.MeetingActivity,N/A,"processSpokenAccessibilityForUserCmd(android.view.View focusView,
                                    int cmd,
                                    long userId,
                                    int userAction)",N/A,protected void
uz.zoom.sdk.MeetingActivity,N/A,raiseHand(),Raise hand.,void
uz.zoom.sdk.MeetingActivity,N/A,setCustomizedMeetingId(java.lang.String meetingId),Set custom meeting ID.,boolean
uz.zoom.sdk.MeetingActivity,N/A,showAudioOptions(),Display the audio options.,void
uz.zoom.sdk.MeetingActivity,N/A,showChatsView(),Display meeting chat view.,void
uz.zoom.sdk.MeetingActivity,N/A,showLeaveDialog(),Display the tips when user leaves the meeting.,void
uz.zoom.sdk.MeetingActivity,N/A,showMoreOptions(),Display more options.,void
uz.zoom.sdk.MeetingActivity,N/A,showParticipants(),Display participant's list in the meeting..,void
uz.zoom.sdk.MeetingActivity,N/A,showShareOptions(),Display sharing options in the meeting.,void
uz.zoom.sdk.MeetingActivity,N/A,showVideoOptions(),Display video options in the meeting.,void
uz.zoom.sdk.MeetingActivity,N/A,startCloudRecord(),Start recording the meeting on cloud.,void
uz.zoom.sdk.MeetingActivity,N/A,stopCloudRecord(),Stop recording the meeting on cloud.,void
uz.zoom.sdk.MeetingActivity,N/A,stopShare(),Stop sharing of the current user.,void
uz.zoom.sdk.MeetingActivity,N/A,switchAudioSource(),Switch audio source.,void
uz.zoom.sdk.MeetingActivity,N/A,switchToActiveSpeaker(),N/A,protected void
uz.zoom.sdk.MeetingActivity,N/A,switchToDriveScene(),N/A,protected void
uz.zoom.sdk.MeetingActivity,N/A,switchToNextCamera(),Switch to the next camera.,void
uz.zoom.sdk.MeetingActivity,N/A,switchToNextPage(),N/A,protected void
uz.zoom.sdk.MeetingActivity,N/A,switchToPreviousPage(),N/A,protected void
uz.zoom.sdk.MeetingActivity,N/A,switchToVideoWall(),N/A,protected void
uz.zoom.sdk.MeetingEndReason,Enumeration of reasons for ending/leaving meeting.,N/A,N/A,N/A
uz.zoom.sdk.MeetingError,Meeting errors.,N/A,N/A,N/A
uz.zoom.sdk.MeetingEvent,Meeting event,N/A,N/A,N/A
uz.zoom.sdk.MeetingItem,Meeting item interface.,getAlternativeHostList(),Get  Alternative hosts,java.util.List<Alternativehost>
uz.zoom.sdk.MeetingItem,Meeting item interface.,getAudioType(),Get meeting audio types.,MeetingItem.AudioType
uz.zoom.sdk.MeetingItem,Meeting item interface.,getAutoRecordType(),Get meeting auto-recording types.,MeetingItem.AutoRecordType
uz.zoom.sdk.MeetingItem,Meeting item interface.,getAvailableDialinCountry(),Get available countries for calling in.,MobileRTCDialinCountry
uz.zoom.sdk.MeetingItem,Meeting item interface.,getCanJoinBeforeHost(),Query if it is able to join the meeting before host.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,getDurationInMinutes(),"Get the meeting duration, calculated in minutes.",int
uz.zoom.sdk.MeetingItem,Meeting item interface.,getInvitationEmailContentWithTime(),Get the invitation content of email.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,getMeetingId(),Get meeting ID.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,getMeetingNumber(),Get meeting number.,long
uz.zoom.sdk.MeetingItem,Meeting item interface.,getMeetingTopic(),Get current meeting topic.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,getMeetingUniqueId(),Get meeting unique ID.,long
uz.zoom.sdk.MeetingItem,Meeting item interface.,getPassword(),Get the password of current meeting.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,getRepeatEndTime(),Get the end time of the recurring meeting.,long
uz.zoom.sdk.MeetingItem,Meeting item interface.,getRepeatType(),Get meeting recurring types.,int
uz.zoom.sdk.MeetingItem,Meeting item interface.,getScheduleForHostEmail(),Get the email whose owner will be the host of the scheduled meeting.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,getSpecifiedDomains(),Get the specified domains in which users can join the current meeting.,java.util.List<java.lang.String>
uz.zoom.sdk.MeetingItem,Meeting item interface.,getStartTime(),Get the meeting Start Time.,long
uz.zoom.sdk.MeetingItem,Meeting item interface.,getThirdPartyAudioInfo(),Get the third party audio information of the current meeting.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,getTimeZoneId(),Get timezone ID.,java.lang.String
uz.zoom.sdk.MeetingItem,Meeting item interface.,isAttendeeVideoOff(),Query if attendee's video is turned off.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isEnableLanguageInterpretation(),Get is the meeting enable language interpretation for the meeting,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isEnableMeetingToPublic(),Get is the meeting  list to public event.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isEnableWaitingRoom(),Get is the meeting enable waiting room,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isHostInChinaEnabled(),Query if it is able to host meeting in China.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isHostVideoOff(),Query if the host's video is turned off.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isOnlySignUserCanJoin(),Query if only signed-in user can join the current meeting.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isPersonalMeeting(),Query if the meeting is personal.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isRecurringMeeting(),Query if the current meeting is a recurring one.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isUsePmiAsMeetingID(),Query if the personal meeting number (PMI) is set as the meeting ID.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,isWebinarMeeting(),Query if the meeting is a webinar.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setAlternativeHostList(java.util.List<Alternativehost> list),Set  Alternative host,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setAttendeeVideoOff(boolean attendeeVideoOff),Set to turn off attendee's video when they join meeting.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setAudioType(MeetingItem.AudioType audioType),Set meeting audio types.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setAutoRecordType(MeetingItem.AutoRecordType autoRecordType),Set meeting auto-recording types.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setAvailableDialinCountry(MobileRTCDialinCountry diallinCountry),Set available countries for calling in.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setCanJoinBeforeHost(boolean canJoinBeforeHost),Set to enable the feature JOIN THE MEETING BEFORE HOST.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setDurationInMinutes(int duration),"Query if it is able to set meeting duration, calculated in minutes.",boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setEnableLanguageInterpretation(boolean enable),Set enable language interpretation for the meeting,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setEnableMeetingToPublic(boolean isPublic),Set enable list the meeting to public event.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setEnableWaitingRoom(boolean enable),Set enable waiting room for the meeting,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setHostInChinaEnabled(boolean isHostInChinaEnabled),Set whether to enable host meeting in China.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setHostVideoOff(boolean hostVideoOff),Set to turn off the host's video.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setMeetingTopic(java.lang.String topic),Query if it is able to set meeting topic.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setOnlySignUserCanJoin(boolean onlySignJoin),Set to enable the feature ONLY SIGNED-IN USER CAN JOIN THE MEETING via AccountService.isSignedInUserMeetingOn().,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setPassword(java.lang.String password),Set the password of meeting.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setRepeatEndTime(long time),Set the end time of the recurring meeting.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setRepeatType(int type),Set the recurring types of the current meeting.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setScheduleForHostEmail(java.lang.String scheduleForEmail),Set the email of user who will be the host of the scheduled meeting.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setSpecifiedDomains(java.util.List<java.lang.String> specifiedDomains),Specify the domains in which users can join the current meeting.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setStartTime(long time),Query if it is able to set meeting Start Time.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setThirdPartyAudioInfo(java.lang.String thirdPartyAudioInfo),Set the information of the third party audio.,void
uz.zoom.sdk.MeetingItem,Meeting item interface.,setTimeZoneId(java.lang.String timeZoneId),Set timezone ID.,boolean
uz.zoom.sdk.MeetingItem,Meeting item interface.,setUsePmiAsMeetingID(boolean usePmiAsMeetingID),Whether to enable PMI as the meeting number.,void
uz.zoom.sdk.MeetingItem.AudioType,Audio types when participants join the meeting..,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static MeetingItem.AudioType
uz.zoom.sdk.MeetingItem.AudioType,Audio types when participants join the meeting..,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static MeetingItem.AudioType[]
uz.zoom.sdk.MeetingItem.AutoRecordType,Meeting auto-recording types.,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static MeetingItem.AutoRecordType
uz.zoom.sdk.MeetingItem.AutoRecordType,Meeting auto-recording types.,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static MeetingItem.AutoRecordType[]
uz.zoom.sdk.MeetingItem.RepeatType,Meeting recurring types.,N/A,N/A,N/A
uz.zoom.sdk.MeetingOptions,Options to enable/disable functions in meeting.,N/A,N/A,N/A
uz.zoom.sdk.MeetingService,ZOOM meeting service.,addDialOutListener(DialOutStatusListener listener),Register a listener for outgoing call status.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,addListener(MeetingServiceListener listener),Register a listener for meeting service.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,cancelDialOut(boolean isCallMe),Cancel to invite user by telephone.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"configDSCP(int audio,
          int video,
          boolean reset)",Configure DSCP(Differentiated Services Code Point) values.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"dialOutUser(java.lang.String number,
           java.lang.String userName,
           boolean isCallMe)",Invite user by telephone.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,getCurrentMeetingUrl(),Get the URL of the current meeting.,java.lang.String
uz.zoom.sdk.MeetingService,ZOOM meeting service.,getCurrentRtcMeetingID(),"Get the unique ID of current meeting, in format like DVLObefSZizM0xQLhtrCQ==",java.lang.String
uz.zoom.sdk.MeetingService,ZOOM meeting service.,getCurrentRtcMeetingNumber(),"Get current meeting number, in format like 123456789.",long
uz.zoom.sdk.MeetingService,ZOOM meeting service.,getInviteRoomSystemHelper(),Get the instance of InviteRoomSystemHelper.,InviteRoomSystemHelper
uz.zoom.sdk.MeetingService,ZOOM meeting service.,getMeetingStatus(),Get the current meeting status.,MeetingStatus
uz.zoom.sdk.MeetingService,ZOOM meeting service.,handZoomWebUrl(java.lang.String meetingUrl),Start or join a ZOOM meeting with  zoom web url,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,isCurrentMeetingHost(),Query if the current user is meeting host.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,isCurrentMeetingLocked(),Query if the current meeting is locked.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,isDialOutInProgress(),Query if the outgoing call is in progress at the moment.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,isDialoutSupported(),Query if it is able to dial out in the current meeting.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,isInviteRoomSystemSupported(),Query if it is able to invite room system in the current meeting.,boolean
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"joinMeeting(android.content.Context context,
           java.lang.String meetingNo,
           java.lang.String displayName)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"joinMeeting(android.content.Context context,
           java.lang.String meetingNo,
           java.lang.String displayName,
           MeetingOptions opts)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"joinMeeting(android.content.Context context,
           java.lang.String meetingNo,
           java.lang.String displayName,
           java.lang.String password)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"joinMeeting(android.content.Context context,
           java.lang.String meetingNo,
           java.lang.String displayName,
           java.lang.String password,
           MeetingOptions opts)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"joinMeetingWithParams(android.content.Context context,
                     JoinMeetingParams param)",Join a ZOOM meeting with specified arguments.,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"joinMeetingWithParams(android.content.Context context,
                     JoinMeetingParams param,
                     JoinMeetingOptions opts)",Start a ZOOM meeting with specified arguments.,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,leaveCurrentMeeting(boolean endIfPossible),Leave the current meeting.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,notifyVideoConfInstanceDestroyed(),notify conf is destroyed,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,pauseCurrentMeeting(),Pause the current meeting and mute microphone and speaker.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,removeDialOutListener(DialOutStatusListener listener),Unregister the listener.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,removeListener(MeetingServiceListener listener),Unregister the listener.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,removeMeetingNotification(android.content.Context context),Remove the notification of meeting.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,resumeCurrentMeeting(),Resume the current meeting.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,returnToMeeting(android.content.Context context),Place the meeting window to foreground.,void
uz.zoom.sdk.MeetingService,ZOOM meeting service.,startInstantMeeting(android.content.Context context),Start a ZOOM meeting with specified arguments for logged-in user.,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startInstantMeeting(android.content.Context context,
                   MeetingOptions opts)",Start a ZOOM meeting with specified arguments for logged-in user.,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startInstantMeeting(android.content.Context context,
                   java.lang.String userId,
                   java.lang.String zoomToken,
                   int userType,
                   java.lang.String displayName)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startInstantMeeting(android.content.Context context,
                   java.lang.String userId,
                   java.lang.String zoomToken,
                   int userType,
                   java.lang.String displayName,
                   MeetingOptions opts)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startMeeting(android.content.Context context,
            java.lang.String meetingNo)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startMeeting(android.content.Context context,
            java.lang.String meetingNo,
            MeetingOptions opts)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startMeeting(android.content.Context context,
            java.lang.String userId,
            java.lang.String zoomToken,
            int userType,
            java.lang.String meetingNo,
            java.lang.String displayName)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startMeeting(android.content.Context context,
            java.lang.String userId,
            java.lang.String zoomToken,
            int userType,
            java.lang.String meetingNo,
            java.lang.String displayName,
            MeetingOptions opts)",Deprecated. ,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startMeetingWithParams(android.content.Context context,
                      StartMeetingParams param)",Start a ZOOM meeting with specified parameters.,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,"startMeetingWithParams(android.content.Context context,
                      StartMeetingParams param,
                      StartMeetingOptions opts)",Start a ZOOM meeting with specified parameters.,int
uz.zoom.sdk.MeetingService,ZOOM meeting service.,tryRetrieveMicrophone(),Try to retrieve microphone in the meeting,boolean
uz.zoom.sdk.MeetingServiceListener,ZOOM meeting service listener.,"onMeetingStatusChanged(MeetingStatus meetingStatus,
                      int errorCode,
                      int internalErrorCode)",Callback event that meeting status changes.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,disableAutoShowSelectJoinAudioDlgWhenJoinMeeting(boolean bDisable),Set the visibility of the dialog SELECT JOIN AUDIO when joining meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,disableChatUI(boolean disable),Disable chat ui for zoom ui.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,disableShowMeetingNotification(boolean bDisable),Set if it is disabled to SHOW MEETING NOTIFICATION.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,enable720p(boolean enable),"Set to enable  720p
 Suggest : CPU Qualcomm Snapdragon 660 above",void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,enableForceAutoStartMyVideoWhenJoinMeeting(boolean bEnable),Set if it is able to force participants to start video when joining the meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,enableForceAutoStopMyVideoWhenJoinMeeting(boolean bEnable),Set if it is able to force participants to turn off video when joining the meeting.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,enableShowMyMeetingElapseTime(boolean show),Enable show meeting elapse time,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,getGalleryViewCapacity(),Get the amount of videos in gallery view mode.,int
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,getPreferredCameraAntibanding(),Get the preferred antibanding value.,java.lang.String
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,getSwitchVideoLayoutUserCountThreshold(),Get the threshold for the number of users which is used to switch the video layout automatically.,int
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,hiddenPoll(boolean hiddenPoll),Hidden poll feature for zoom ui,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,hiddenQA(boolean hiddenQA),Hidden question and answer feature for zoom ui,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,hideAnnotationInScreenShareToolbar(boolean hideAnnotation),"Hide annotation button in screen share toolbar,for sdk screen share.",void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,hideStopShareInScreenShareToolbar(boolean hideStopShare),Hide stopshare button in screen share toolbar.,void
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,is720PEnabled(),Query if 720p enabled,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isAlwaysShowMeetingToolbarEnabled(),Query if the option ALWAYS SHOW MEETING CONTROLS is enabled,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isAutoConnectVoIPWhenJoinMeetingEnabled(),Query if the VoIP auto-connection is enabled when the current user joins the meeting.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isCustomizedMeetingUIEnabled(),Query if USE CUSTOM MEETING UI is enabled.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isGalleryVideoViewDisabled(),Query if DISABLE video GALLERY VIEW is enabled.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isHideAnnotationInScreenShareToolbar(),Query if annotation button is hide in screen share toolbar.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isHideClosedCaption(),Query if HIDE CLOSED CAPTION on the main video is enabled.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isHideNoVideoUsersEnabled(),Query if the option HIDE NON-VIDEO PARTICIPANTS is enabled.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isHideStopShareInScreenShareToolbar(),Query if stopshare button is hide in screen share toolbar.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isKubiDeviceEnabled(),Query if Kubi device is enabled.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isLargeShareVideoSceneEnabled(),Query if DISPLAY ATTENDEES' VIDEOS WHEN VIEW THE SHARING is enabled,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isMuteMyMicrophoneWhenJoinMeetingEnabled(),Query if the microphone is muted always when the current user joins the meeting.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isNoLeaveMeetingButtonForHostEnabled(),Query if hide leaving button on the dialog when the host leaves meeting is enabled,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isNoUserJoinOrLeaveTipEnabled(),"Query if the tips, NO USER JOINS or LEAVES, is enabled.",boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isNoVideoTileOnShareScreenEnabled(),Query if NO VIDEO TILE ON SHARE SCREEN is enabled.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isShowMyMeetingElapseTimeEnabled(),Query is enable show meeting elapse time,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isSwitchVideoLayoutAccordingToUserCountEnabled(),Query if it is able to switch video layout mode automatically between SPEAKER VIEW and GALLERY VIEW based on the number of users.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,isTurnOffMyVideoWhenJoinMeetingEnabled(),Query if the video is turned off when the current user joins the meeting.,boolean
uz.zoom.sdk.MeetingSettingsHelper,ZOOM meeting settings.,setAlwaysShowMeetingToolbarEnabled(boolean enabled),Set whether to enable the option ALWAYS SHOW MEETING CONTROLS.,void
